Title,Link
HSFA2 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6359015/
Neutrophil to Lymphocyte ratio: A biomarker to monitor the immune status of astronauts.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7667275/
Beyond low-Earth orbit: Characterizing immune and microRNA differentials following simulated deep spaceflight conditions in mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7756144/
Immunological and hematological outcomes following protracted low dose/low dose rate ionizing radiation and simulated microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8169688/
Epigenomic regulators elongator complex subunit 2 and methyltransferase 1 differentially condition the spaceflight response in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8475764/
Plants grown in Apollo lunar regolith present stress-associated transcriptomes that inform prospects for lunar exploration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098553/
Artificial gravity partially protects space-induced neurological deficits in Drosophila melanogaster.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10503492/
Utilizing the KSC fixation tube to conduct human-tended plant biology experiments on a suborbital spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9693084/
Changes in Mouse Thymus and Spleen after Return from the STS-135 Mission in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3792163/
Post-Spaceflight (STS-135) Mouse Splenocytes Demonstrate Altered Activation Properties and Surface Molecule Expression.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4430214/
Changes in the distribution and function of leukocytes after whole-body iron ion irradiation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5045078/
Is spaceflight-induced immune dysfunction linked to systemic changes in metabolism?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443495/
Spaceflight Activates Autophagy Programs and the Proteasome in Mouse Liver,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5666744/
Vive la radiorésistance!: Converging research in radiobiology and biogerontology to enhance human radioresistance for deep space exploration and colonization.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5865701/
Proteomic analysis of mouse brain subjected to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6337482/
Transcriptomic effects on the mouse heart following 30 days on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9953463/
Spaceflight-induced gene expression profiles in the mouse brain are attenuated by treatment with the antioxidant BuOE,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10487739/
Basal signaling regulates plant growth and development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11942576/
Phosphoinositide-signaling is one component of a robust plant defense response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4052902/
Uncovering transcriptional responses to fractional gravity in Arabidopsis roots,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8539686/
Conserved plant transcriptional responses to microgravity from two consecutive spaceflight experiments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10800490/
RNAseq analysis of rodent spaceflight experiments is confounded by sample collection techniques,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7756143/
Functional changes in the snail statocyst system elicited by microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3066201/
Simulated microgravity impairs human NK [natural killer] cell cytotoxic activity against space radiation-relevant leukemic cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11324864/
Multi-analyte biochip (MAB) based on all-solid-state ion-selective electrodes (ASSISE) for physiological research,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3665236/
Lab-on-a-chip approaches for space-biology research.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10470837/
Plant chemical genomics: gravity sensing and response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10386755/
The interaction of vortical flows with red cells in venous valve mimics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8896891/
Mammalian and Invertebrate Models as Complementary Tools for Gaining Mechanistic Insight on Muscle Responses to Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8430797/
Investigation of simulated microgravity effects on Streptococcus mutans physiology and global gene expression.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460135/
Altered quorum sensing and physiology of Staphylococcus aureus during spaceflight detected by multi-omics data analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10774393/
Homotypic vacuole fusion requires VTI11 and is regulated by phosphoinositides,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6126739/
REGULATOR OF BULB BIOGENESIS1 (RBB1) Is Involved in Vacuole Bulb Formation in Arabidopsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4411111/
"Phosphoinositides control the localization of HOPS subunit VPS41, which together with VPS33 mediates vacuole fusion in plants.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6126739/
Microgravity enhances the phenotype of Arabidopsis zigzag-1 and reduces the Wortmannin-induced vacuole fusion in root cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9445043/
Hypergravity disruption of homeorhetic adaptations to lactation in rat dams include changes in circadian clocks,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3509447/
Intrauterine exposure to maternal stress alters Bdnf IV DNA methylation and telomere length in the brain of adult rat offspring.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5600826/
Influence of gonadectomy on muscle health in micro- and partial-gravity environments in rats.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10831389/
Sex differences in muscle health in simulated micro- and partial-gravity environments in rats.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10831389/
Brassinazole resistant 1 (BZR1)-dependent brassinosteroid signalling pathway leads to ectopic activation of quiescent cell division and suppresses columella stem cell differentiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4507784/
Proteomic study of microsomal proteins reveals a key role for Arabidopsis Annexin 1 in mediating heat stress-induced increase in intracellular calcium levels.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4349987/
Apyrase inhibitors enhance the ability of diverse fungicides to inhibit the growth of different plant-pathogenic fungi,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6638264/
ANN1 and ANN2 Function in Post-Phloem Sugar Transport in Root Tips to Affect Primary Root Growth,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6130020/
Mitochondria-targeted human catalase in the mouse longevity MCAT model mitigates head-tilt bedrest-induced neuro-inflammation in the hippocampus.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9695374/
Structural and functional properties of bone are compromised in amyotrophic lateral sclerosis mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141014/
Longitudinal time course of muscle impairments during partial weight-bearing in rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6706399/
The partial weight-bearing rat model using a pelvic harness does not impact stress or hindlimb blood flow.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12034070/
Dose-dependent skeletal deficits due to varied reductions in mechanical loading in rats.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7235020/
Approaching Gravity as a Continuum Using the Rat Partial Weight-Bearing Model,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7599661/
Hindlimb suspension in Wistar rats: Sex-based differences in muscle response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8493566/
Adaptation to full weight-bearing following disuse in rats: The impact of biological sex on musculoskeletal recovery,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10926278/
Effects of liquid cultivation on gene expression and phenotype of C. elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6069985/
Transcriptomic Signature of the Simulated Microgravity Response in Caenorhabditis elegans and Comparison to Spaceflight Experiments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9856674/
Enabling clonal analyses of yeast in outer space by encapsulation and desiccation in hollow microparticles.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9410522/
Caenorhabditis elegans in microgravity: An omics perspective,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10344948/
Dried plum diet protects from bone loss caused by ionizing radiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4750446/
Dietary countermeasure mitigates simulated spaceflight-induced osteopenia in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7162976/
Simulated microgravity alters gene regulation linked to immunity and cardiovascular disease,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11353732/
Autophagy and its consequences for platelet biology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11953390/
A new role of NAP1L1 in megakaryocytes and human platelets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9737020/
Evaluation of rodent spaceflight in the NASA animal enclosure module for an extended operational period (up to 35 days),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515519/
Morphology of Penicillium rubens Biofilms Formed in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10144393/
Explainable machine learning identifies multi-omics signatures of muscle response to spaceflight in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10719374/
Microbial adaptation to spaceflight is correlated with bacteriophage-encoded functions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11096397/
Influence of the spaceflight environment on macrophage lineages,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166655/
MARSBOx: Fungal and bacterial endurance from a balloon-flown analog mission in the stratosphere,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7937622/
In situ linkage of fungal and bacterial proliferation to microbiologically influenced corrosion in B20 biodiesel storage tanks.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7055474/
"Identification of metagenome-assembled genomes containing antimicrobial resistance genes, isolated from an advanced water treatment facility.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7118179/
Nature of pre-earthquake phenomena and their effects on living organisms,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4494396/
The rapid diagnosis and effective inhibition of coronavirus using spike antibody attached gold nanoparticles,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8323809/
Blocking SARS-CoV-2 Delta variant (B.1.617.2) spike protein receptor-binding domain binding with the ACE2 receptor of the host cell and inhibiting virus infections using human host defense peptide-conjugated graphene quantum dots.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8886715/
Safety and pharmacokinetics of intranasally administered heparin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8890767/
Inhibition of SARS-CoV-2 wild-type (Wuhan-Hu-1) and Delta (B.1.617.2) strains by marine sulfated glycans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9487896/
Inhibition of Cytomegalovirus by Pentacta pygmaea Fucosylated Chondroitin Sulfate Depends on Its Molecular Weight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10142442/
Effect of simulated cosmic radiation on cytomegalovirus reactivation and lytic replication,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11477029/
A Tissue Retrieval and Postharvest Processing Regimen for Rodent Reproductive Tissues Compatible with Long-Term Storage on the International Space Station and Postflight Biospecimen Sharing Program,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4309301/
Effects of sex and gender on adaptations to space: reproductive health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166981/
Effects of spaceflight on the muscles of the murine shoulder.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6343501/
Multiscale effects of spaceflight on murine tendon and bone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7138367/
Reproducible changes in the gut microbiome suggest a shift in microbial and host metabolism during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6689164/
Failure to Generate Bone Marrow Adipocytes Does Not Protect Mice from Ovariectomy-Induced Osteopenia,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3564669/
Acute exposure to high dose gamma-radiation results in transient activation of bone lining cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4042434/
Morbid obesity attenuates the skeletal abnormalities associated with leptin deficiency in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4161659/
Hypothalamic leptin gene therapy reduces body weight without accelerating age-related bone loss,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4917201/
Hypothalamic Leptin Gene Therapy Reduces Bone Marrow Adiposity in ob/ob Mice Fed Regular and High-Fat Diets.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4985531/
Room temperature housing results in premature cancellous bone loss in growing female mice: implications for the mouse as a preclinical model for age-related bone loss.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5421618/
Spaceflight-induced vertebral bone loss in ovariectomized rats is associated with increased bone marrow adiposity and no change in bone formation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515514/
Role of oestrogen receptor signaling in skeletal response to leptin in female ob/ob mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8671758/
Effects of hypothalamic leptin gene therapy on osteopetrosis in leptin-deficient mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5771473/
Leptin stimulates bone formation in ob/ob mice at doses having minimal impact on energy metabolism.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5288125/
Bone Marrow Adipose Tissue Deficiency Increases Disuse-Induced Bone Loss in Male Mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5389344/
Metabolic Coupling Between Bone Marrow Adipose Tissue and Hematopoiesis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9784906/
Maintenance of near normal bone mass and architecture in lethally irradiated female mice following adoptive transfer with as few as 750 purified hematopoietic stem cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6548323/
Effect of leptin deficiency on the skeletal response to hindlimb unloading in adult male mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6597714/
Thermoneutral housing attenuates premature cancellous bone loss in male C57BL/6J mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6865368/
Effects of Spaceflight on Cancellous and Cortical Bone in Proximal Femur in Growing Rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7907224/
Evidence for increased thermogenesis in female C57BL/6J mice housed aboard the international space station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8213760/
Leptin and environmental temperature as determinants of bone marrow adiposity in female mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9582271/
Small changes in thermoregulation influence cancellous bone turnover balance in distal femur metaphysis in growing female mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10063413/
Bone Marrow Adipose Tissue Is Not Required for Reconstitution of the Immune System Following Irradiation in Male Mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10889206/
Simulated Microgravity Promotes Horizontal Gene Transfer of Antimicrobial Resistance Genes between Bacterial Genera in the Absence of Antibiotic Selective Pressure,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8468678/
Understanding the Complexities and Changes of the Astronaut Microbiome for Successful Long-Duration Space Missions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9031868/
Toward sustainable space exploration: a roadmap for harnessing the power of microorganisms.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10030976/
Roll maneuvers are essential for active reorientation of Caenorhabditis elegans in 3D media,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5910807/
Microfluidic Device for Studying Nematodes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12021249/
NemaFlex: A microfluidics-based technology for standardized measurement of muscular strength of C. elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6057834/
"Swim exercise in Caenorhabditis elegans extends neuromuscular and gut healthspan, enhances learning ability, and protects against neurodegeneration",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6876156/
Molecular muscle experiment: Hardware and operational lessons for future astrobiology space experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7415877/
Tart Cherry Increases Lifespan in Caenorhabditis elegans by Altering Metabolic Signaling Pathways,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7285199/
A region of UNC-89 (obscurin) lying between two protein kinase domains is a highly elastic spring required for proper sarcomere organization,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9549344/
NemaLife chip: a micropillar-based microfluidic culture device optimized for aging studies in crawling C. elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7530743/
Spaceflight affects neuronal morphology and alters transcellular degradation of neuronal debris in adult Caenorhabditis elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7890410/
Microfluidics-integrated spaceflight hardware for measuring muscle strength of Caenorhabditis elegans on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9640571/
A Compact Imaging Platform for Conducting C. elegans Phenotypic Assays on Earth and in Spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9862956/
Mitochondrial sulfide promotes life span and health span through distinct mechanisms in developing versus adult treated Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10410709/
Bisphosphonates attenuate age-related muscle decline in Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10751425/
Spaceflight Induces Strength Decline in Caenorhabditis elegans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10605753/
Metabolic model predictions enable targeted microbiome manipulation through precision prebiotics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10846184/
Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/
Identification and characterization of a skin microbiome on Caenorhabditis elegans suggests environmental microbes confer cuticle protection,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11302229/
Protein kinase 2 of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11487192/
New perspectives on viable microbial communities in low-biomass cleanroom environments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3554398/
Microbial existence in controlled habitats and their resistance to space conditions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10370681/
Microbiomes of the dust particles collected from the International Space Station and Spacecraft assembly facilities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4624184/
"Draft genome sequences of two Aspergillus fumigatus strains, isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4945788/
Characterization of Aspergillus fumigatus isolates from air and surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463/
Draft genome sequences of biosafety level 2 opportunistic pathogens isolated from the environmental surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5201052/
Draft Genome Sequences of Several Fungal Strains Selected for Exposure to Microgravity at the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5391430/
Human presence impacts fungal diversity of inflated lunar/Mars analog habitat.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5504618/
Whole metagenome profiles of particulates collected from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5580210/
Microbial Characteristics of ISS Environmental Surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8421509/
"Draft Genome Sequences from a Novel Clade of Bacillus cereus Sensu Lato Strains, Isolated from the International Space Station.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5552977/
Draft Genome Sequences of Acinetobacter and Bacillus Strains Isolated from Spacecraft-Associated Surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5805884/
KatharoSeq enables high-throughput microbiome analysis from low-biomass samples,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5864415/
Draft genome sequence of a clinical isolate of Fusarium fujikuroi isolated from a male patient with acute myeloid leukemia.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6013642/
"Draft Genome Sequence of Solibacillus kalamii, Isolated from an Air Filter Aboard the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5578834/
Detection of antimicrobial resistance genes associated with the International Space Station environmental surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241228/
Draft genome sequences of two Fusarium oxysporum isolates cultured from infected Zinnia hybrida plants grown on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5958250/
Characterization of Aspergillus niger Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7326050/
Multi-drug resistant Enterobacter bugandensis species isolated from the International Space Station and comparative genomic analyses with human pathogenic strains,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6251167/
Succession and persistence of microbial communities and antimicrobial resistance genes associated with International Space Station environmental surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6280456/
"International Space Station conditions alter genomics, proteomics, and metabolomics in Aspergillus nidulans.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098231/
Proteomic characterization of Aspergillus fumigatus isolated from air and surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463/
Genomic Characterization and Virulence Potential of Two Fusarium oxysporum Isolates Cultured from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6426649/
Characterization of the total and viable bacterial and fungal communities associated with the International Space Station surfaces.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6452512/
Proteomic and Metabolomic Characteristics of Extremophilic Fungi Under Simulated Mars Conditions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6529585/
MetaMiner: A Scalable Peptidogenomics Approach for Discovery of Ribosomal Peptide Natural Products with Blind Modifications from Microbial Communities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6952069/
Draft Genome Sequences of Sphingomonas Species Associated with the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7303416/
Draft Genome Sequences of Tremellomycetes Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7317102/
Draft Genome Sequences of Rhodotorula mucilaginosa Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7393961/
Draft Genome Sequences of Enterobacteriales Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7484075/
Draft Genome Sequences of Lactobacillales Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7516158/
Draft Genome Sequences of Klebsiella Species Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7561690/
Draft Genome Sequences of Bacillaceae Strains Isolated from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7595942/
Assessing the risk of transfer of microorganisms at the International Space Station due to cargo delivery by commercial resupply vehicles,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7677455/
"Methylobacterium ajmalii sp. nov., isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8005752/
Draft Genome Sequences of Aspergillus and Penicillium Species Isolated from the International Space Station and Crew Resupply Vehicle Capsule,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8104057/
Advances in Space Microbiology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12034939/
Effects of simulated microgravity on the proteome and secretome of the polyextremotolerant black fungus Knufia chersonesos.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8012687/
Draft Genome Sequences of Various Bacterial Phyla Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8086211/
Evaluating the lettuce metatranscriptome with MinION sequencing for future spaceflight food production applications,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8211661/
Investigation of Spaceflight Induced Changes to Astronaut Microbiomes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11988970/
Genomic Characterization of Potential Plant Growth-Promoting Features of Sphingomonas Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8754149/
"Genomic Characterization of the Titan-like Cell Producing Naganishia tulchinskyi, the First Novel Eukaryote Isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8875396/
Metabolic modeling of the International Space Station microbiome reveals key microbial interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9258157/
"Microbial Burden Estimation of Food Items, Built Environments, and the International Space Station Using Film Media",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9503880/
Multidrug-resistant Acinetobacter pittii is adapting to and exhibiting potential succession aboard the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9743659/
Characterization of metagenome-assembled genomes from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10233975/
Comparative genomic analysis of Cohnella hashimotonis sp. nov. isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10308117/
Genomic analysis reveals the presence of emerging pathogenic Klebsiella lineages aboard the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10715203/
"Phylogenomics, phenotypic, and functional traits of five novel (Earth-derived) bacterial species isolated from the International Space Station and their prevalence in metagenomes",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10628120/
"Genomic, functional, and metabolic enhancements in multidrug-resistant Enterobacter bugandensis facilitating its persistence and succession in the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10960378/
"Phylogenomics, phenotypic, and functional traits of five novel (Earth-derived) bacterial species isolated from the International Space Station and their prevalence in metagenomes",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10628120/
Adaptation to space conditions of novel bacterial species isolated from the International Space Station revealed by functional gene annotations and comparative genome analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11451251/
Spatial regulation of a common precursor from two distinct genes generates metabolite diversity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5523082/
Recent advances in the genome mining of Aspergillus secondary metabolites (covering 2012–2018).,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6590338/
Cortical thinning and structural bone changes in non-human primates after single-fraction whole-chest irradiation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6036641/
Knee and Hip Joint Cartilage Damage from Combined Spaceflight Hazards of Low-Dose Radiation Less than 1 Gy and Prolonged Hindlimb Unloading.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6599637/
The individual and combined effects of spaceflight radiation and microgravity on biologic systems and functional outcomes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8274610/
Spaceflight and hind limb unloading induces an arthritic phenotype in knee articular cartilage and menisci of rodents,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8131644/
αKlotho decreases after reduced weight-bearing from both spaceflight and hindlimb unloading,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9163032/
Prolonged exposure to particulate chromate inhibits RAD51 nuclear import mediator proteins.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5568470/
"Transcriptomics, NF-κB Pathway, and Their Potential Spaceflight-Related Health Consequences.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5485990/
Interplay of space radiation and microgravity in DNA damage and DNA damage response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460239/
"Synergistic Effects of Weightlessness, Isoproterenol, and Radiation on DNA Damage Response and Cytokine Production in Immune Cells",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6275019/
Transcriptome and proteome responses in RNAlater preserved tissue of Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5397022/
Spaceflight induces novel regulatory responses in Arabidopsis seedling as revealed by combined proteomic and transcriptomic analyses.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7251690/
Mitigation and use of biofilms in space for the benefit of human space exploration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10284894/
Toward sustainable space exploration: A roadmap for harnessing the power of microorganisms.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10030976/
Longitudinal characterization of multispecies microbial populations recovered from spaceflight potable water,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8421509/
Designing a Novel Monitoring Approach for the Effects of Space Travel on Astronauts’ Health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9964234/
